config,fold,label_index,label_ar,precision,recall,f1,support
full_absolute_final_hidden,01,27,ي,0.9423076923076923,0.98,0.9607843137254902,50
full_absolute_final_hidden,02,0,ا,1.0,0.4,0.5714285714285714,50
full_absolute_final_hidden,02,1,ب,0.3490566037735849,0.74,0.47435897435897434,50
full_absolute_final_hidden,02,2,ت,0.38095238095238093,0.8,0.5161290322580645,50
full_absolute_final_hidden,02,3,ث,0.7142857142857143,0.4,0.5128205128205128,50
full_absolute_final_hidden,02,4,ج,0.8928571428571429,0.9803921568627451,0.9345794392523364,51
full_absolute_final_hidden,02,5,ح,0.5542168674698795,0.92,0.6917293233082706,50
full_absolute_final_hidden,02,6,خ,1.0,0.4,0.5714285714285714,50
full_absolute_final_hidden,02,7,د,0.2542372881355932,0.3,0.27522935779816515,50
full_absolute_final_hidden,02,8,ذ,0.35294117647058826,0.36,0.3564356435643564,50
full_absolute_final_hidden,02,9,ر,0.3783783783783784,0.28,0.3218390804597701,50
full_absolute_final_hidden,02,10,ز,0.3103448275862069,0.36,0.3333333333333333,50
full_absolute_final_hidden,02,11,س,1.0,0.4,0.5714285714285714,50
full_absolute_final_hidden,02,12,ش,0.38596491228070173,0.44,0.411214953271028,50
full_absolute_final_hidden,02,13,ص,0.8064516129032258,1.0,0.8928571428571429,50
full_absolute_final_hidden,02,14,ض,0.4318181818181818,0.38,0.40425531914893614,50
full_absolute_final_hidden,02,15,ط,0.2222222222222222,0.56,0.3181818181818182,50
full_absolute_final_hidden,02,16,ظ,0.16666666666666666,0.04,0.06451612903225806,50
full_absolute_final_hidden,02,17,ع,0.825,0.66,0.7333333333333333,50
full_absolute_final_hidden,02,18,غ,1.0,0.7,0.8235294117647058,50
full_absolute_final_hidden,02,19,ف,0.5357142857142857,0.6,0.5660377358490566,50
full_absolute_final_hidden,02,20,ق,0.7575757575757576,1.0,0.8620689655172413,50
full_absolute_final_hidden,02,21,ك,1.0,0.3,0.46153846153846156,50
full_absolute_final_hidden,02,22,ل,1.0,0.22,0.36065573770491804,50
full_absolute_final_hidden,02,23,م,1.0,0.98,0.98989898989899,50
full_absolute_final_hidden,02,24,ن,0.0,0.0,0.0,50
full_absolute_final_hidden,02,25,ه,0.49,0.98,0.6533333333333333,50
full_absolute_final_hidden,02,26,و,0.975609756097561,0.8,0.8791208791208791,50
full_absolute_final_hidden,02,27,ي,1.0,0.6,0.75,50
full_absolute_final_hidden,03,0,ا,0.5393258426966292,0.96,0.6906474820143885,50
full_absolute_final_hidden,03,1,ب,0.9523809523809523,0.4,0.5633802816901409,50
full_absolute_final_hidden,03,2,ت,0.8333333333333334,0.6,0.6976744186046512,50
full_absolute_final_hidden,03,3,ث,1.0,0.9,0.9473684210526315,50
full_absolute_final_hidden,03,4,ج,0.7755102040816326,0.6666666666666666,0.7169811320754716,57
full_absolute_final_hidden,03,5,ح,0.6481481481481481,0.7142857142857143,0.6796116504854369,49
full_absolute_final_hidden,03,6,خ,1.0,0.8,0.8888888888888888,50
full_absolute_final_hidden,03,7,د,0.8148148148148148,0.88,0.8461538461538461,50
full_absolute_final_hidden,03,8,ذ,0.6507936507936508,0.82,0.7256637168141593,50
full_absolute_final_hidden,03,9,ر,0.8541666666666666,0.82,0.8367346938775511,50
full_absolute_final_hidden,03,10,ز,0.625,0.7,0.660377358490566,50
full_absolute_final_hidden,03,11,س,1.0,0.8,0.8888888888888888,50
full_absolute_final_hidden,03,12,ش,0.8214285714285714,0.92,0.8679245283018868,50
full_absolute_final_hidden,03,13,ص,0.5833333333333334,0.28,0.3783783783783784,50
full_absolute_final_hidden,03,14,ض,0.6024096385542169,1.0,0.7518796992481203,50
full_absolute_final_hidden,03,15,ط,0.5882352941176471,0.19607843137254902,0.29411764705882354,51
full_absolute_final_hidden,03,16,ظ,0.6493506493506493,1.0,0.7874015748031497,50
full_absolute_final_hidden,03,17,ع,0.7843137254901961,0.8,0.7920792079207921,50
full_absolute_final_hidden,03,18,غ,0.851063829787234,0.8,0.8247422680412371,50
full_absolute_final_hidden,03,19,ف,0.9444444444444444,0.34,0.5,50
full_absolute_final_hidden,03,20,ق,0.7246376811594203,1.0,0.8403361344537815,50
full_absolute_final_hidden,03,21,ك,1.0,1.0,1.0,50
full_absolute_final_hidden,03,22,ل,0.7352941176470589,0.9803921568627451,0.8403361344537815,51
full_absolute_final_hidden,03,23,م,0.9807692307692307,1.0,0.9902912621359223,51
full_absolute_final_hidden,03,24,ن,0.62,0.62,0.62,50
full_absolute_final_hidden,03,25,ه,0.9259259259259259,1.0,0.9615384615384616,50
full_absolute_final_hidden,03,26,و,0.5833333333333334,0.56,0.5714285714285714,50
full_absolute_final_hidden,03,27,ي,0.9666666666666667,0.9666666666666667,0.9666666666666667,60
